Respondent ID,Collector ID,Start Date,End Date,IP Address,Email Address,First Name,Last Name,Custom Data 1,SUBJECT:,SECTION:,COURSE SCHEDULE,I can easily log-in and log-out my Canvas account.,I can access my course using the mobile Canvas app.,I can access my Canvas account using the available computers in JRU.,I have no issues accessing my Canvas account using JRU's wifi connection.,I have no issues accessing my Canvas account using the wired internet connection in the computer laboratories.,I can easily get help when I have problems with my Canvas account.,I can access my Canvas account outside JRU.,I can clearly understand the lessons on my Canvas modules.,I recognize that the modules in my course are well organized.,I can easily manage the navigation of the courses through the desktop version.,I can easily manage the navigation of the courses through the mobile app.,I notice that course materials on Canvas have connection with the face to face (classroom) lesson content.,I understand the lessons better with the help of course materials in Canvas.,Canvas course materials make me interested.,The course materials on Canvas helped me prepare for:,,,,My instructor knows how to use Canvas.,My instructor demonstrated mastery of the subject matter.,My instructor encourages me to use Canvas.,Canvas has made it easy for me to:,,,"I can answer the assessment materials (quiz, exam) posted in Canvas.",I find the course materials on Canvas aligned with the:,,,I have been give enough time to accomplish the activities on Canvas.,What I like best in Canvas is/are:,What I like least in Canvas is/are:,I would like to suggest:
10894860790,241444183,2019-07-31 20:22:49,2019-07-31 20:26:58,175.176.32.29,,,,1824,HIS C101- Readings in Philippine History,102 P,12:00 PM,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,It is somehow useful,It can help me,To fix the other problem in there like in assignments and others especially the module
10894860489,241444183,2019-07-31 20:22:39,2019-07-31 20:27:19,112.201.5.209,,,,1825,ENG C101- Purposive Communication,BSA-102A,06:30 AM,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,I can easily accomplish the activities,,"In quizess, they should give us three attempts to answer it so that we can have a chance to get a high score."
10894851421,241444183,2019-07-31 20:17:56,2019-07-31 20:22:18,175.176.32.29,,,,1826,PSY C101 - Understanding the Self,102 P,07:30 AM,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,I can acess it everywhere,It somehow Helpful,Be sure that you publish the module aweek before it is diacussed and also the assignments please fix sometimes it doesnt have submit button then sometimes it is locked
10894843534,241444183,2019-07-31 20:13:36,2019-07-31 20:20:05,103.17.22.154,,,,1827,ITC 56 - IT Professional Ethics,105x,01:30 PM,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,The modules that are given and i can easily browse it when i needed.,Other modules that are locked.,none
10894841136,241444183,2019-07-31 20:12:33,2019-07-31 20:18:26,175.176.32.148,,,,1828,FOS C101 - Strategies for Academic Success in College,101EC,03:00 PM,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Accessibility,Some technical errors,To have good internet connection in the university without maximum usage.
10894835686,241444183,2019-07-31 20:08:07,2019-07-31 20:17:42,119.95.1.94,,,,1829,FOS C101 - Strategies for Academic Success in College,103s,03:00 PM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,,,
10894831346,241444183,2019-07-31 20:07:43,2019-07-31 20:09:31,110.54.230.36,,,,1830,ENG C101- Purposive Communication,C12D,03:30 PM,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,
10894829513,241444183,2019-07-31 20:06:52,2019-07-31 20:15:18,180.191.142.105,,,,1831,HIS C101- Readings in Philippine History,105,07:30 AM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,N/A,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,We have an easy access with the materials to be provided in a face-to-face discussion.,There are buttons like submission button that sometimes can only be seen on the desktop and not on mobile app.,"that the professor should discuss the topics that are related to the modules provided. Also, I would like to suggest that the modules should be in a more readable and well-organized template. I hope it will not be in a research or essay type of material."
10894828442,241444183,2019-07-31 20:06:08,2019-07-31 20:10:14,180.191.139.145,,,,1832,PHI C102- Ethics,104s,09:00 AM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,N/A,Disagree,Agree,N/A,Agree,Agree,Agree,Agree,Disagree,Modules,Deadline,NA
10894805680,241444183,2019-07-31 19:53:07,2019-07-31 20:00:22,61.9.1.187,,,,1833,FOS C101 - Strategies for Academic Success in College,103S,03:00 PM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,"WHEN I'M DOING OUR QUIZZES, ACTIVITIES AND ASSIGNMENT",none,More time in face to face instead of canvas!
10894796157,241444183,2019-07-31 19:49:17,2019-07-31 19:54:20,175.176.40.46,,,,1834,"HUM 11- Appreciation of Arts, Music and Literature",401A,07:30 PM,Agree,Strongly Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,nothing,nothing,fastes wifi connection
10894793768,241444183,2019-07-31 19:48:30,2019-07-31 19:50:35,130.105.243.26,,,,1835,PHI C102- Ethics,101S,01:30 AM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Easy to use,Not enough time to take quiz,N/A
10894785581,241444183,2019-07-31 19:43:28,2019-07-31 19:47:31,130.105.243.26,,,,1836,HIS C101- Readings in Philippine History,101S,01:30 AM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Easy to use,Not enough time to take quiz,N/A
10894781323,241444183,2019-07-31 19:40:42,2019-07-31 19:45:39,130.105.243.26,,,,1837,HIS C101- Readings in Philippine History,101S,01:30 AM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,can easily submit any activities,its hard to communicate with instructure,n/a
10894769463,241444183,2019-07-31 19:33:29,2019-07-31 19:36:53,180.191.139.42,,,,1838,HIS C101- Readings in Philippine History,101S,09:00 AM,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Easy to use,Nothing,Nothing
10894764285,241444183,2019-07-31 19:30:42,2019-07-31 19:34:26,130.105.200.130,,,,1839,HIS C101- Readings in Philippine History,101-M,10:30 AM,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,
10894762817,241444183,2019-07-31 19:29:57,2019-07-31 19:31:47,112.201.165.63,,,,1840,ENG C101- Purposive Communication,BSTM1-1,12:00 PM,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Can access anywhere,Late notification,Advanced notification
10894756761,241444183,2019-07-31 19:25:01,2019-07-31 19:29:20,112.201.165.63,,,,1841,PHI C102- Ethics,BSTM1-1,10:30 AM,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Can access anywhere and anytime,Late notification,Advance notification
10894746610,241444183,2019-07-31 19:20:04,2019-07-31 19:28:02,112.201.160.244,,,,1842,PSY C101 - Understanding the Self,BSBA-101M,09:00 AM,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,N/A,Strongly Agree,Agree,Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Easy access,Can't access through canvas app,Fix the app
10894743309,241444183,2019-07-31 19:17:20,2019-07-31 19:33:44,110.93.92.21,,,,1843,HIS C101- Readings in Philippine History,TM 104,09:30 AM,Agree,Disagree,Agree,N/A,Strongly Agree,Disagree,Agree,Agree,Agree,Strongly Agree,N/A,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,
10894738935,241444183,2019-07-31 19:13:51,2019-07-31 19:22:18,180.191.167.185,,,,1844,PSY C101 - Understanding the Self,AB Psych1 - 101P,12:30 AM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,"What I like best in Canvas is, it is advanced and I can overlook on my lesson before my class.","What I like least in Canvas is the quiz time, I found it short timed.","I would like to suggest that make the canvas improve more so that we, a student can do work better."
10894737018,241444183,2019-07-31 19:13:40,2019-07-31 19:34:25,175.176.17.199,,,,1845,HIS C301 - Life and Works of Rizal,202A,09:00 AM,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,N/A,Agree,Strongly Agree,Disagree,Agree,Agree,"Accesibility, time management, modernity learning and forums","Available time in answering quizzes, lag traffic, ain't accessible in areas with low internet connection especially while taking quizzes and to students with no internet at home, it became hassle to use.",Give consideration in available time in answering quizzes like lot a time such as 1 mins and 15 mins in each question so that students will not be put under pressure in taking the quiz. Provide alternative options as well to those students who aint have accessibility to canvass at home because some student lives in provincial areas.
10894735913,241444183,2019-07-31 19:10:34,2019-07-31 19:19:29,112.201.160.244,,,,1846,FOS C101 - Strategies for Academic Success in College,BSBA-101M,12:00 PM,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,N/A,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"It's reliable, ample time given to us",Can't access through canvas app,Fix the canvas app
10894731847,241444183,2019-07-31 19:09:53,2019-07-31 19:20:41,112.201.165.63,,,,1847,HIS C101- Readings in Philippine History,BSTM1-1,09:00 AM,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,I can access anywhere and anytime,Canvas didn't notify me all the time i have to visit and check on my to do list,The instruction must be clearer and notify
10894730550,241444183,2019-07-31 19:08:47,2019-07-31 19:18:58,112.201.71.251,,,,1848,PSY C101 - Understanding the Self,105-A,12:00 PM,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,It can access even Im at home and doing activities at my free time,When I  have a problem accessing your canvas a don’t who to contact,Help button where I can chat a technical support to assist me in my concerns about canvas
10894718342,241444183,2019-07-31 19:02:07,2019-07-31 19:04:46,124.107.40.249,,,,1849,"NSC C202 - Science, Technology and Society",203I,10:30 AM,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,,,
10894705924,241444183,2019-07-31 18:54:14,2019-07-31 19:03:56,112.201.160.244,,,,1850,HIS C101- Readings in Philippine History,BSBA-101M,10:30 AM,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,N/A,Strongly Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,ample time given to us,"I can only access it through mobile website, and its locked time",remove the locked time
10894704423,241444183,2019-07-31 18:52:50,2019-07-31 18:59:51,112.205.95.118,,,,1851,HIS C301 - Life and Works of Rizal,202A,09:00 AM,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,I can access anywhere.,To many powerpoints to read.,
10894702496,241444183,2019-07-31 18:52:05,2019-07-31 18:54:01,180.190.90.230,,,,1852,NST C101- National Service Training Program 1,AB PSY 101P,08:30 AM,Strongly Agree,Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,,,
10894701761,241444183,2019-07-31 18:50:10,2019-07-31 19:01:36,112.201.169.12,,,,1853,HIS C101- Readings in Philippine History,104TM,09:00 AM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,N/A,N/A,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,N/A,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,"It's easy to access I don't experience having a hard time logging in and out of Canvas. Aside from that, it helps us student to be more productive in class because of the online modules provided in there so we can do advance readings before the face-to-face discussion.","What I don't like about Canvas is that I find it really hard to manage the navigation course through desktop version. very unorganized, very tricky unlike when I use it on mobile phone.",Just  make the desktop version more organized because as I've said its really tricky to use.
10894701596,241444183,2019-07-31 18:51:58,2019-07-31 18:57:01,49.144.134.242,,,,1854,HIS C101- Readings in Philippine History,BSIT101-I,01:30 PM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,I like canvas because it's easy to answer quizzes.,Easy to login,I like it..
10894700848,241444183,2019-07-31 18:50:47,2019-07-31 18:56:18,112.211.3.93,,,,1855,PHI C102- Ethics,101s,10:30 AM,Agree,Strongly Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,deadlines and accessibility,it needs internet connection and the open and lock system of quizes,To make reminders to students and teacher whether a quiz is available or already posted
10894696323,241444183,2019-07-31 18:47:35,2019-07-31 18:53:30,112.201.160.244,,,,1856,ENG C101- Purposive Communication,BSBA-101M,12:00 PM,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,N/A,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,"I can do advance reading, manage my time",can't access through mobile Canvas app,"fix the app, it is really reliable to use it to phone."
10894695844,241444183,2019-07-31 18:47:01,2019-07-31 18:49:49,180.190.90.230,,,,1857,PSY C101 - Understanding the Self,AB PSY 101P,12:00 PM,Strongly Agree,Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,
10894690252,241444183,2019-07-31 18:43:27,2019-07-31 18:47:51,112.206.204.50,,,,1858,PHI C102- Ethics,201B,09:00 AM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,The modules and also the quiz and activity.,Not enough time.,
10894687437,241444183,2019-07-31 18:37:15,2019-07-31 18:45:15,180.190.90.230,,,,1859,PHI C102- Ethics,AB PSY 101P,10:30 AM,Strongly Agree,Disagree,Disagree,Agree,Agree,Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,accessible,slow notification in mobile app,calendar of activities
10894683034,241444183,2019-07-31 18:39:13,2019-07-31 18:41:59,110.54.200.148,,,,1860,FOS C101 - Strategies for Academic Success in College,BSA-102A,07:30 AM,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,N/A,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Strongly Disagree,The examination,The due dates,To make it long last the time for tasks
